Sn,System,Sub System,Project Number,Sub Contract,Building Number,Floor,Drawing Zone,Discipline,Sub Discipline,Drawing Stage,DN,Column1,Title,21,Review Time Days,Review Time Overdue,25,S_Date,27,28,C_Date,292,Drawing Submission Status,By2,Aref_0,Asub_0,Asub_02,Asub_03,Jvref_0,Jvc_0,Jvcd_0,Cmac_0,Aref_1,Asub_1,Jvref_1,Jvc_1,Jvcd_1,Cmac_1,Aref_2,Asub_2,Jvref_2,Jvc_2,Jvcd_2,Cmac_2,Aref_3,Asub_3,Jvref_3,Jvc_3,Jvcd_3,Cmac_3,Aref_4,Asub_4,Jvref_4,Jvc_4,Jvcd_4,Cmac_4,Aref_5,Asub_5,Jvref_5,Jvc_5,Jvcd_5,Cmac_5,Aref_6,Asub_6,Jvref_6,Jvc_6,Jvcd_6,Cmac_6,Aref_7,Asub_7,Jvref_7,Jvc_7,Jvcd_7,Cmac_7
811,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,7.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-07-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-07,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
812,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,8.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-08-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-08,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
813,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,9.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-09-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-09,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
814,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,10.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-10-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-10,2025-05-22,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
815,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,11.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-11-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-11,2025-05-22,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
816,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,12.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-12-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-12,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
817,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,13.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-13-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-13,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
818,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,14.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-14-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-14,2025-05-22,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
819,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,FF,15.0,ICT,WAP,SD,0,1300403-ATS-B01-FF-15-ICT-WAP-SD-00,First Floor Wireless Lan Communication System  Plan Part-15,2025-05-22,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
820,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,MZ,0.0,ICT,WAP,SD,0,1300403-ATS-B01-MZ-00-ICT-WAP-SD-00,Mezzanine Floor Wireless Lan Communication Overall System Plan,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
821,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,MZ,6.0,ICT,WAP,SD,0,1300403-ATS-B01-MZ-06-ICT-WAP-SD-00,Mezzanine Floor Wireless Lan Communication System Plan Part-06,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
822,ICT,WIRELESS LAN COMMUNICATION SYSTEM,1300403,ATS,B01,MZ,7.0,ICT,WAP,SD,0,1300403-ATS-B01-MZ-07-ICT-WAP-SD-00,Mezzanine Floor Wireless Lan Communication System Plan Part-07,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
823,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,0.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-00-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm Overall System Plan (Arrival Level),2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
824,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,8.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-08-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-08,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
825,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,10.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-10-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-10,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
826,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,11.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-11-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-11,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
827,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,12.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-12-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-12,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
828,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,13.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-13-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-13,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
829,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,14.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-14-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-14,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
830,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,GF,15.0,ICT,ECS,SD,0,1300403-ATS-B01-GF-15-ICT-ECS-SD-00,Ground Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-15,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
831,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,0.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-00-ICT-ECS-SD-00,First Floor Emergency Communication System & Disabled Toilet Alarm Overall System Plan (Arrival Level),2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
832,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,6.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-06-ICT-ECS-SD-00,First Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-06,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
833,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,7.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-07-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-07,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
834,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,9.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-09-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-09,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
835,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,10.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-10-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-10,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
836,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,11.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-11-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-11,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
837,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,12.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-12-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-12,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
838,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,13.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-13-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-13,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
839,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,14.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-14-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-14,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
840,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,FF,15.0,ICT,ECS,SD,0,1300403-ATS-B01-FF-15-ICT-ECS-SD-00,First  Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-15,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
841,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,MZ,0.0,ICT,ECS,SD,0,1300403-ATS-B01-MZ-00-ICT-ECS-SD-00,Mezzanine Floor Emergency Communication System & Disabled Toilet Alarm Overall System Plan,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
842,ICT,EMERGENCY COMMUNICATION  & DISABLED TOILET ALARM SYSTEM,1300403,ATS,B01,MZ,6.0,ICT,ECS,SD,0,1300403-ATS-B01-MZ-06-ICT-ECS-SD-00,Mezzanine Floor Emergency Communication System & Disabled Toilet Alarm System Plan Part-06,2025-05-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
843,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,0.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-00-ICT-DAT-SD-00,Terminal Basement Data Network Overall System Plan,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
844,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,1.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-01-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-01,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
845,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,2.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-02-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-02,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
846,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,3.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-03-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-03,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
847,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,4.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-04-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-04,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
848,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,5.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-05-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-05,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
849,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,6.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-06-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-06,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
850,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,7.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-07-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-07,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
851,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,8.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-08-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-08,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
852,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,9.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-09-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-09,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
853,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,10.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-10-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-10,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
854,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,11.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-11-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-11,2025-05-18,1970-01-01 00:00:00.000000036,,0.0,1970-01-01 00:00:00.000045781,ATLS-004-SD-ICT-00017-R00,UR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00017-R00,2025-05-04,,,,UR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
855,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,BF,12.0,ICT,DAT,SD,0,1300403-ATS-B01-BF-12-ICT-DAT-SD-00,Terminal Basement Data Network System Plan Part-12,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
856,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,0.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-00-ICT-DAT-SD-00,Ground Floor Data Network Overall System Plan (Arrival Level),2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
857,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,1.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-01-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-01,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
858,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,2.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-02-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-02,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
859,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,3.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-03-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-03,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
860,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,4.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-04-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-04,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
861,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,5.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-05-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-05,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
862,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,6.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-06-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-06,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
863,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,7.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-07-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-07,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
864,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,8.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-08-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-08,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
865,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,9.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-09-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-09,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
866,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,10.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-10-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-10,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
867,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,11.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-11-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-11,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
868,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,12.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-12-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-12,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
869,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,13.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-13-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-13,2025-05-24,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
870,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,14.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-14-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-14,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
871,ICT,DATA NETWORK SYSTEM,1300403,ATS,B01,GF,15.0,ICT,DAT,SD,0,1300403-ATS-B01-GF-15-ICT-DAT-SD-00,Ground Floor Data Network System Plan Part-15,2025-05-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
